hotel_name,location,rating,review_score,num_reviews,room_score,room_type,bed_type,price_bdt,price_eur,source
Camping Vila de Sarria,Sarria,9.0,Wonderful,190,9.3,Superior Bungalow,"2 beds (1 full, 1 sofa bed)",159400.0,1328.33,Booking.com
Ramada Residences by Wyndham Costa del Sol,Mijas Costa,8.2,Very Good,726,8.5,Superior Two bedroom Apartment,"4 beds (2 twins, 1 full, 1 sofa bed)",258038.0,2150.32,Booking.com
Estudio en Nueva Torrequebrada,Benalmádena,7.9,Good,50,8.0,Superior Studio,1 full bed,155101.0,1292.51,Booking.com
Maison Lamic 1,"Lloret Town Center, Lloret de Mar",9.0,Wonderful,15,9.0,Apartment,"5 beds (1 full, 4 bunk beds)",195186.0,1626.55,Booking.com
Casas del Madroño,Cazalla de la Sierra,8.9,Excellent,190,8.8,Holiday Home,"3 beds (2 twins, 1 full)",127200.0,1060.0,Booking.com
JSM Apartamentos,Benalmádena,6.9,Review score,555,,Superior Apartment,"3 beds (2 twins, 1 sofa bed)",253541.0,2112.84,Booking.com
Casa Guaranatura alojamiento y barrancos,Bierge,7.0,Good,15,,Triple Room with Shared Bathroom,"2 beds (1 twin, 1 full)",170575.0,1421.46,Booking.com
Best Club Vacaciones Pueblo Indalo,Mojácar,8.0,Very Good,4946,,Two-Bedroom Apartment (5 Adults + 1 Child),"5 beds (4 twins, 1 sofa bed)",202616.0,1688.47,Booking.com
Sercotel Sevilla Guadalquivir Suites,"Old Town, Seville",8.7,Excellent,303,9.1,Superior Apartment,"2 beds (1 full, 1 sofa bed)",513086.0,4275.72,Booking.com
Apartment estudi,Begur,9.0,Wonderful,4,9.4,One-Bedroom Apartment,1 full bed,128105.0,1067.54,Booking.com
Casa de Aduanas,Vegadeo,7.6,Good,89,,Apartment - Ground Floor,"2 beds (1 full, 1 sofa bed)",174636.0,1455.3,Booking.com
El Mirador Del Parque,Gúa,7.2,Good,101,,Apartment,"4 beds (2 twins, 2 sofa beds)",170575.0,1421.46,Booking.com
Carving Surf Hostel,San Esteban de Pravia,8.7,Excellent,286,8.4,Quadruple Room with Bathroom,4 bunk beds,248552.0,2071.27,Booking.com
LEÓN SUITE Urban Studios,"Leon City Centre, León",9.2,Wonderful,300,9.5,Standard Studio,1 double or 2 twins,286821.0,2390.18,Booking.com
Apartaments Lamoga - Boabi,Torredembarra,8.2,Very Good,73,8.1,Apartment with Sea View,"3 beds (2 twins, 1 full)",184221.0,1535.18,Booking.com
New Leaf Cortijo Apartment Full disabled access,Moclín,9.8,Exceptional,15,10.0,Two-Bedroom Apartment,"3 beds (2 fulls, 1 sofa bed)",279621.0,2330.18,Booking.com
Hotel Monarque Fuengirola Park,Fuengirola,7.4,Good,961,,Double Room (2 Adults + 1 Child ),3 twin beds,270761.0,2256.34,Booking.com
Sabino - baskeyrentals,Lekeitio,9.7,Exceptional,3,10.0,Two-Bedroom Apartment,"3 beds (2 twins, 1 full)",198395.0,1653.29,Booking.com
Casa Girasole,Corralejo,8.6,Excellent,10,8.8,Two-Bedroom House,"3 beds (2 twins, 1 queen)",202253.0,1685.44,Booking.com
NEVERENDING RIJANA. ¡Cala Rijana a tu alcance!,Calahonda,9.2,Wonderful,100,9.5,Apartment with Terrace,"4 beds (1 twin, 1 full, 1 sofa bed, 1 queen)",214669.0,1788.91,Booking.com
Marina,Ribadesella,7.3,Good,500,,Double or Twin Room with Harbor View,1 double or 2 twins,193666.0,1613.88,Booking.com
BUNGALOW en CAMPO INTERNACIONAL,Maspalomas,8.7,Excellent,52,9.4,One-Bedroom House,"2 beds (1 full, 1 sofa bed)",147947.0,1232.89,Booking.com
Apartamentos Berlin,San Pedro del Pinatar,8.7,Excellent,93,8.8,Queen Studio with Sofa Bed,"2 beds (1 full, 1 sofa bed)",134023.0,1116.86,Booking.com
Casa Marsial,Eriste,8.0,Very Good,86,,Penthouse Apartment,"3 beds (2 twins, 1 sofa bed)",235323.0,1961.02,Booking.com
Habitaciones Sajorami Beach,Zahora,7.6,Good,129,,Special Double,1 full bed,278002.0,2316.68,Booking.com
Camping La Llosa,Cambrils,8.2,Very Good,499,8.0,Bungalow,"4 beds (3 twins, 1 full)",231842.0,1932.02,Booking.com
Playa Esperanza Resort,Playa de Muro,8.3,Very Good,607,8.6,Apartment with Lateral Sea View,"4 beds (2 twins, 2 sofa beds)",584827.0,4873.56,Booking.com
Estudio Costa Cálida by Rental Olé,El Mojón,1.0,Review score,,,Apartment,"3 beds (1 queen, 2 futons)",111535.0,929.46,Booking.com
Kampaoh Paloma,Tarifa,8.3,Very Good,267,8.3,Buka Tent,1 full bed,151133.0,1259.44,Booking.com
Apartamentos Tanajara,La Restinga,7.6,Good,73,,Apartment,2 twin beds,121839.0,1015.32,Booking.com
Habitaciones Casa de Campo Daymipaz,Mahón,7.3,Good,273,,Duplex Suite,1 queen bed,236716.0,1972.63,Booking.com
Albergue de Prioro,Prioro,9.2,Wonderful,188,9.3,Quadruple Room with Shared Bathroom,"4 beds (2 twins, 2 bunk beds)",188119.0,1567.66,Booking.com
Aparthotel Marina Drach,Porto Cristo,8.5,Very Good,319,8.8,Studio,2 twin beds,318000.0,2650.0,Booking.com
S´Estancia Suites,Es Mercadal,9.4,Wonderful,153,9.7,Double or Twin Room,1 double or 2 twins,329279.0,2743.99,Booking.com
Casa Rural Cordobelas,Cedeira,9.2,Wonderful,200,9.4,Double or Twin Room with Private Bathroom,1 double or 2 twins,141333.0,1177.78,Booking.com
Cabanas de Vendaval,Malpica,9.7,Exceptional,73,9.8,Mobile Home,"4 beds (2 twins, 1 full, 1 sofa bed)",288932.0,2407.77,Booking.com
Casa Endorfina Rooms,Los Cristianos,7.9,Good,1458,8.3,Standard Double Room,1 double or 2 twins,209987.0,1749.89,Booking.com
Hotel Rural Albamanjon,Ruidera,9.1,Wonderful,193,9.0,Double Room with Spa Bath,1 full bed,375508.0,3129.23,Booking.com
Camping Ampolla Playa,L'Ampolla,8.7,Excellent,1910,8.7,Bungalow FARO ( 2 p. ),"3 beds (2 twins, 1 full)",275008.0,2291.73,Booking.com
Kampea Playa de Gandia,Gandía,7.4,Good,97,,Tent,1 full bed,122187.0,1018.22,Booking.com
Apartamentos OlaMar,Lloret de Mar,8.8,Excellent,25,9.0,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",146207.0,1218.39,Booking.com
Casa Albano,Baldellou,8.7,Excellent,178,8.3,Deluxe Family Room,Multiple bed types,385986.0,3216.55,Booking.com
Medplaya Hotel Vistamar Costa Dorada,Hospitalet de l'Infant,7.8,Good,847,,Double Room with Front Sea View,"2 beds (1 twin, 1 full)",192058.0,1600.48,Booking.com
Casa Rural Ca Xelo 2,Poliñá de Júcar,7.0,Good,,10.0,Double Room,1 twin bed,165701.0,1380.84,Booking.com
Aparthotel Carrio Sol - Monty´s,Calpe,8.5,Very Good,932,8.6,Studio (4 Adults),"2 beds (1 full, 1 sofa bed)",263465.0,2195.54,Booking.com
Apartamentos Palm Garden by LIVVO,Morro del Jable,7.5,Good,914,,Studio with Balcony with Sea View (2 Adults + 1 Child),"3 beds (2 twins, 1 sofa bed)",158293.0,1319.11,Booking.com
Hotel del Port,L'Ametlla de Mar,7.9,Good,381,8.1,Double or Twin Room,1 double or 2 twins,184499.0,1537.49,Booking.com
ÁTICO ESTRELLA,Tejina de Isora,9.1,Wonderful,24,8.7,Apartment,"2 beds (1 full, 1 sofa bed)",109655.0,913.79,Booking.com
La Quinta II by HOMA,Isla Canela,8.3,Very Good,78,8.5,Apartment - Ground Floor,"3 beds (2 twins, 1 full)",120621.0,1005.18,Booking.com
Raco d'en Pepe,Calella,6.8,Review score,176,,Twin Room,2 twin beds,136460.0,1137.17,Booking.com
Posada El Labrador,San Vicente de la Barquera,8.7,Excellent,499,8.7,Double or Twin Room,1 double or 2 twins,134023.0,1116.86,Booking.com
Aparthotel Marina Drach,Porto Cristo,8.5,Very Good,319,8.8,Studio,2 twin beds,318000.0,2650.0,Booking.com
Hostería Casa Flor,Murias de Rechivaldo,8.7,Excellent,246,8.9,Twin Room,2 twin beds,131934.0,1099.45,Booking.com
Pensión Mariola,Agres,8.7,Excellent,290,8.7,Two-Bedroom House,"6 beds (3 twins, 2 fulls, 1 sofa bed)",351418.0,2928.48,Booking.com
Pensión Venus,Nigrán,8.4,Very Good,542,8.7,Double or Twin Room,1 double or 2 twins,119959.0,999.66,Booking.com
Cal Alejandro,Montsonis,7.6,Good,190,,Double Room,1 full bed,202253.0,1685.44,Booking.com
Hostal la Hispanidad,"Malaga Centro, Málaga",7.3,Good,628,,Double or Twin Room,"3 beds (2 twins, 1 full)",245767.0,2048.06,Booking.com
Klayman Diamond Aparthotel,Acantilado de los Gigantes,9.1,Wonderful,917,9.3,One-Bedroom Apartment with Sea View,"4 beds (2 twins, 1 sofa bed, 1 queen)",416591.0,3471.59,Booking.com
Apartment La Gomera II,San Juan de la Rambla,7.8,Good,61,,Two-Bedroom Apartment,"3 beds (2 twins, 1 full)",219310.0,1827.58,Booking.com
Alojamiento rural la Bellosina,Cabezabellosa,8.1,Very Good,49,8.0,Double or Twin Room,1 double or 2 twins,97471.0,812.26,Booking.com
Hotel Pirineos,Castejón de Sos,8.6,Excellent,414,8.8,Triple Room,Multiple bed types,190069.0,1583.91,Booking.com
Camino de Estrellas,Mondoñedo,8.6,Excellent,339,8.8,Quadruple Room with Balcony,"3 beds (2 twins, 1 full)",214437.0,1786.98,Booking.com
Hostal Algeciras,Algeciras,5.5,Review score,319,,Twin Room,2 twin beds,95034.0,791.95,Booking.com
Vivienda Turística Pirineos XXI,Canfranc-Estación,8.1,Very Good,70,,Apartment,"5 beds (4 twins, 1 sofa bed)",175071.0,1458.92,Booking.com
Casa Rural La Cabrera,Robledo del Buey,9.0,Wonderful,389,9.4,Twin Room,2 twin beds,133211.0,1110.09,Booking.com
Hostal Soto,La Virgen del Camino,8.3,Very Good,400,8.4,Double Room,1 full bed,166165.0,1384.71,Booking.com
Hotel Nou Can Guillem,Cala Figuera,8.5,Very Good,164,9.1,Deluxe Twin Room,2 twin beds,284059.0,2367.16,Booking.com
La Charra,Sanxenxo,6.1,Review score,47,,Double Room,1 full bed,153169.0,1276.41,Booking.com
Hostal SolFina,Palafolls,6.3,Review score,90,,Double Room,1 full bed,146207.0,1218.39,Booking.com
PR As Termas,Bubaces,8.5,Very Good,332,8.5,Double Room,1 double or 2 twins,121839.0,1015.32,Booking.com
La Cerca,Arcones,7.8,Good,471,,Standard Queen Room,1 full bed,184499.0,1537.49,Booking.com
La Fustana,Maia de Montcal,9.1,Wonderful,162,9.6,Duplex Room,2 queen beds,233931.0,1949.42,Booking.com
PORTO MAR,Bares,8.3,Very Good,206,8.0,Double Room,1 full bed,85287.0,710.72,Booking.com
El Gato Gordo - Riders Hostel,Cudillero,8.7,Excellent,165,9.0,Double Room with Shared Bathroom,1 full bed,168138.0,1401.15,Booking.com
Cases Altes de Posada,Navés,9.1,Wonderful,98,9.1,Deluxe Suite,"5 beds (2 twins, 1 bunk bed, 1 sofa bed, 1 queen)",558458.0,4653.82,Booking.com
Hotel Cordial Mogán Playa,Puerto de Mogán,8.9,Excellent,2864,9.3,Double or Twin Room,2 twin beds,381892.0,3182.43,Booking.com
Klayman Diamond Aparthotel,Acantilado de los Gigantes,9.1,Wonderful,917,9.3,One-Bedroom Apartment with Sea View,"4 beds (2 twins, 1 sofa bed, 1 queen)",416591.0,3471.59,Booking.com
Grupotel Monte Feliz,San Agustin,8.0,Very Good,5125,8.2,Two-Bedroom Apartment (2 Adults),"5 beds (4 twins, 1 sofa bed)",195917.0,1632.64,Booking.com
Poseidon La Manga Hotel & Spa - Designed for Adults,La Manga del Mar Menor,8.1,Very Good,1960,8.4,Double or Twin Room,1 double or 2 twins,156650.0,1305.42,Booking.com
Ramada Residences by Wyndham Costa del Sol,Mijas Costa,8.2,Very Good,726,8.5,Superior Two bedroom Apartment,"4 beds (2 twins, 1 full, 1 sofa bed)",258038.0,2150.32,Booking.com
Moon Dreams Calabahía,Cala del Moral,8.0,Very Good,2193,8.4,Double or Twin Room,1 double or 2 twins,209917.0,1749.31,Booking.com
"Villa Le Blanc, a Gran Meliá Hotel - The Leading Hotels of The World",Santo Tomás,9.2,Wonderful,126,9.6,Deluxe Room with Terrace,1 double or 2 twins,788124.0,6567.7,Booking.com
Apartamentos Acuario Sol,Puerto del Carmen,8.6,Excellent,2984,8.7,Two-Bedroom Apartment,Multiple bed types,319566.0,2663.05,Booking.com
Hotel Best Costa Ballena,Costa Ballena,8.6,Excellent,4875,9.1,Double Room,2 full beds,257496.0,2145.8,Booking.com
Best Club Vacaciones Pueblo Indalo,Mojácar,8.0,Very Good,4946,,Two-Bedroom Apartment (5 Adults + 1 Child),"5 beds (4 twins, 1 sofa bed)",202616.0,1688.47,Booking.com
Playa Esperanza Resort,Playa de Muro,8.3,Very Good,607,8.6,Apartment with Lateral Sea View,"4 beds (2 twins, 2 sofa beds)",584827.0,4873.56,Booking.com
Aparthotel Golf Beach,Pals,8.2,Very Good,1621,8.3,Apartment with Garden View,"4 beds (2 twins, 2 sofa beds)",209563.0,1746.36,Booking.com
Mogan Princess & Beach Club,Taurito,7.9,Good,3115,8.0,Double Room with Ocean View,2 twin beds,385526.0,3212.72,Booking.com
Puertobahia & SPA,El Puerto de Santa María,8.1,Very Good,5365,8.4,Double or Twin Room with Sea View,1 double or 2 twins,265145.0,2209.54,Booking.com
Sercotel Gran Hotel Zurbarán,Badajoz,8.3,Very Good,5480,8.7,Double Room,1 full bed,245186.0,2043.22,Booking.com
Camping Bungalow Serra de Prades Resort,Vilanova de Prades,8.4,Very Good,332,8.2,Deluxe Bungalow,2 full beds,374220.0,3118.5,Booking.com
Aparthotel Marina Drach,Porto Cristo,8.5,Very Good,319,8.8,Studio,2 twin beds,318000.0,2650.0,Booking.com
Hotel Colonial Mar,Roquetas de Mar,7.3,Good,3974,,Double or Twin Room,1 double or 2 twins,171387.0,1428.22,Booking.com
Ilunion Alcora Sevilla,San Juan de Aznalfarache,8.6,Excellent,6804,8.8,Double Room Pet Friendly,2 twin beds,500573.0,4171.44,Booking.com
Casa Álamo Agaete,Agaete,8.0,Very Good,112,8.0,Double Room with Mountain View,1 full bed,113832.0,948.6,Booking.com
Silken Ciudad de Vitoria,Vitoria-Gasteiz,8.6,Excellent,9628,9.0,Twin Room,2 twin beds,234546.0,1954.55,Booking.com
Hacienda del Conde member of Meliá Collection - Adults Only,Buenavista del Norte,9.0,Wonderful,736,9.5,Singular Junior Suite,2 twin beds,723492.0,6029.1,Booking.com
Royal Palm Resort & Spa - Adults Only,Playa Jandia,8.4,Very Good,1698,9.1,Double or Twin Room with Side Sea View,1 double or 2 twins,387991.0,3233.26,Booking.com
Pierre & Vacances Resort Terrazas Costa del Sol,Manilva,7.2,Good,1908,,One-Bedroom Apartment,"3 beds (1 full, 2 sofa beds)",179696.0,1497.47,Booking.com
Hospedium Hotel Mirador de Gredos,El Barco de Ávila,8.0,Very Good,1581,8.5,Deluxe Double Room,1 king bed,352405.0,2936.71,Booking.com
Hotel Vila Centric,Vilaseca de Solcina,8.0,Very Good,1958,8.3,Standard Double Room 2 adults,1 full bed,192041.0,1600.34,Booking.com
Apartamentos Cordial Mogán Valle,Puerto de Mogán,8.4,Very Good,3139,8.5,Superior One-Bedroom Apartment,2 twin beds,242298.0,2019.15,Booking.com
Hesperia Murcia Centro,Murcia,8.6,Excellent,5030,8.9,Standard Double or Twin Room,1 double or 2 twins,223486.0,1862.38,Booking.com
Apartamentos Acuario Sol,Puerto del Carmen,8.6,Excellent,2984,8.7,Two-Bedroom Apartment,Multiple bed types,319566.0,2663.05,Booking.com
Tramuntana,La Jonquera,8.7,Excellent,5859,9.0,Double or Twin Room,1 double or 2 twins,171387.0,1428.22,Booking.com
Elba Motril Beach & Business Hotel,Motril,8.3,Very Good,3397,8.7,Standard Family Room (2 Adults + 1 Children),Multiple bed types,260735.0,2172.79,Booking.com
Complejo Residencial Los Enebros,Arroyo Frio,8.9,Excellent,598,8.9,Two-Bedroom Bungalow (4 Adults),2 full beds,402069.0,3350.58,Booking.com
Hotel Cap Roig by Brava Hoteles,Platja d'Aro,8.1,Very Good,7681,8.5,Standard Triple Room,3 twin beds,368418.0,3070.15,Booking.com
Hotel Santiago,Benavente,8.4,Very Good,1072,8.8,Double or Twin Room,1 double or 2 twins,165701.0,1380.84,Booking.com
Alannia Costa Dorada,Platja de lAlmadrava,7.9,Good,728,,Three-Bedroom Bungalow,"5 beds (4 twins, 1 full)",208055.0,1733.79,Booking.com
Eden Roc Mediterranean Hotel & Spa,Sant Feliu de Guíxols,8.1,Very Good,5419,8.6,Superior Double or Twin Room with Sea View,2 twin beds,393366.0,3278.05,Booking.com
Hotel Ripoll,Sant Hilari Sacalm,8.1,Very Good,518,8.6,Basic Double Room,1 double or 2 twins,164077.0,1367.31,Booking.com
Elba Costa Ballena Beach & Thalasso Resort,Costa Ballena,8.5,Very Good,3217,8.8,Family Room (2 Adults + 2 Children),Multiple bed types,330558.0,2754.65,Booking.com
Puerto Antilla Grand Hotel,Islantilla,8.9,Excellent,4531,9.1,Twin Room (2 Adults + 1 Child),3 twin beds,244838.0,2040.32,Booking.com
El Vicenç de la Mar - Adults Only - Over 12,Cala de Sant Vicenc,9.0,Wonderful,100,9.7,Superior Double Room with Shared Terrace,1 double or 2 twins,851506.0,7095.88,Booking.com
Ona Valle Romano Golf & Resort,Estepona,8.4,Very Good,4767,8.7,Two-Bedroom Apartment,"4 beds (2 twins, 1 full, 1 sofa bed)",230088.0,1917.4,Booking.com
Marina Elite,Patalavaca,7.3,Good,2118,,One-Bedroom Apartment Sea View,"3 beds (2 twins, 1 sofa bed)",265226.0,2210.22,Booking.com
Villa Healthy,Mogán,9.0,Wonderful,,10.0,Two-Bedroom Villa,2 full beds,285103.0,2375.86,Booking.com
Axel Hotel Madrid - Adults Only,"Madrid City Center, Madrid",8.5,Very Good,3473,8.9,Double or Twin Room,1 double or 2 twins,590992.0,4924.93,Booking.com
Santa Barbara Golf and Ocean Club,San Miguel de Abona,8.5,Very Good,4803,9.1,One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",245419.0,2045.16,Booking.com
Hotel Princesa Playa,Son Xoriguer,8.6,Excellent,1081,8.9,Double Room,1 double or 2 twins,249596.0,2079.97,Booking.com
Hotel Petit Sagitario (Adults only),Son Carrio,9.2,Wonderful,293,9.4,Standard Double or Twin Room with Balcony,1 double or 2 twins,398936.0,3324.47,Booking.com
Hotel Petit Sagitario (Adults only),Son Carrio,9.2,Wonderful,293,9.4,Standard Double or Twin Room with Balcony,1 double or 2 twins,398936.0,3324.47,Booking.com
Fuerteventura Princess,Playa Jandia,8.3,Very Good,1836,8.7,Family Room (2 Adults + 1 Child),"2 beds (1 full, 1 sofa bed)",745455.0,6212.12,Booking.com
Apartamentos Alday,Maliaño,8.4,Very Good,2241,8.5,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",219310.0,1827.58,Booking.com
Aparthotel Cordial Mijas Golf,Mijas,7.7,Good,2188,8.0,Two-bedroom Apartment Superior,"3 beds (1 sofa bed, 2 queens)",301816.0,2515.13,Booking.com
Ona Valle Romano Golf & Resort,Estepona,8.4,Very Good,4767,8.7,Two-Bedroom Apartment,"4 beds (2 twins, 1 full, 1 sofa bed)",230088.0,1917.4,Booking.com
Hotel Pax Guadalajara,Guadalajara,8.7,Excellent,1716,9.2,Two-Bedroom Suite with Sofa Bed,"2 beds (1 king, 1 sofa bed)",407290.0,3394.08,Booking.com
Hotel Badajoz Center,Badajoz,8.6,Excellent,4834,9.1,Double or Twin Room,2 twin beds,215707.0,1797.56,Booking.com
Apartamentos Casa La Rambla,Muros de Nalón,9.4,Wonderful,52,9.4,Two-Bedroom Apartment,"4 beds (2 twins, 1 full, 1 sofa bed)",353591.0,2946.59,Booking.com
Esencia de La Palma by Princess - Adults Only,Fuencaliente de la Palma,8.2,Very Good,221,8.4,Double Room,2 twin beds,337408.0,2811.73,Booking.com
Camping Resort-Bungalow Park Mas Patoxas,Pals,7.9,Good,1212,,Superior Two-Bedroom Bungalow,"4 beds (1 full, 1 bunk bed, 1 sofa bed, 1 queen)",385011.0,3208.42,Booking.com
Villa Healthy,Mogán,9.0,Wonderful,,10.0,Two-Bedroom Villa,2 full beds,285103.0,2375.86,Booking.com
ON City Resort,Matalascañas,8.6,Excellent,877,9.0,Apartment - Ground Floor,"2 beds (1 full, 1 sofa bed)",258387.0,2153.22,Booking.com
Hotel Adaria Vera,Vera,8.1,Very Good,1802,8.4,Double or Twin Room,2 twin beds,222791.0,1856.59,Booking.com
Occidental Isla Cristina,Isla Cristina,8.3,Very Good,2205,8.9,Deluxe One-Bedroom Apartment,"3 beds (2 twins, 1 sofa bed)",313469.0,2612.24,Booking.com
ON The Residence,Matalascañas,8.9,Excellent,757,9.2,Double Room,1 queen bed,198772.0,1656.43,Booking.com
Pierre & Vacances Resort Fuerteventura OrigoMare,Lajares,7.7,Good,1580,8.0,Standard Studio (2 Adults + 1 Child),"2 beds (1 full, 1 sofa bed)",156788.0,1306.57,Booking.com
Elba Lucía Sport & Suite Hotel,Costa de Antigua,7.3,Good,2269,,One-Bedroom Apartment (2 Adults + 1 Child),2 twin beds,154631.0,1288.59,Booking.com
Ilunion Islantilla,Islantilla,8.4,Very Good,5442,8.7,Twin Room,2 twin beds,218765.0,1823.04,Booking.com
Hotel New Bilbao Airport,Derio,8.5,Very Good,2030,9.2,Double or Twin Room,1 double or 2 twins,233119.0,1942.66,Booking.com
Blue Ocean Camp - Tasartico,Tasartico,7.7,Good,1083,,Mini Bungalow (No Kitchen and Bathroom),1 full bed,108031.0,900.26,Booking.com
Palacio de Luja,El Puerto de Santa María,8.2,Very Good,1445,8.3,Standard Apartment (2 Adults),2 twin beds,272896.0,2274.13,Booking.com
Ronda Navarra by Valdesierra,Béjar,8.1,Very Good,1953,8.2,Studio (2 Adults),1 full bed,114761.0,956.34,Booking.com
Hotel Doña Brígida  Salamanca Forum,Villamayor,8.1,Very Good,2417,8.5,Double Room,Multiple bed types,190301.0,1585.84,Booking.com
Hotel Segontia,Épila,7.4,Good,418,,Double Room,1 full bed,131586.0,1096.55,Booking.com
Real Ferrol,Ferrol,7.1,Good,302,,Standard Twin Room,2 twin beds,137216.0,1143.47,Booking.com
Exe Gran Hotel Almenar,Las Rozas de Madrid,8.5,Very Good,3854,8.9,Double or Twin Room,1 double or 2 twins,228709.0,1905.91,Booking.com
Santemar,Santander,8.8,Excellent,8876,9.3,Junior Suite,1 queen bed,736836.0,6140.3,Booking.com
Hotel Lanjaron,Lanjarón,7.6,Good,1317,,Deluxe Double Room with Balcony,1 double or 2 twins,102113.0,850.94,Booking.com
Ilunion Golf Badajoz,Badajoz,8.1,Very Good,3589,8.5,Double or Twin Room,1 double or 2 twins,192110.0,1600.92,Booking.com
Apartamentos Cordial Mogán Valle,Puerto de Mogán,8.4,Very Good,3139,8.5,Superior One-Bedroom Apartment,2 twin beds,242298.0,2019.15,Booking.com
Destinos de Sol La Minería Roquetas de Mar,Roquetas de Mar,7.6,Good,1455,,Superior Apartment with Terrace and Sea View,"3 beds (2 twins, 1 sofa bed)",100147.0,834.56,Booking.com
Casa Rural Finca Paraíso,Valle de Guerra,9.0,Wonderful,76,9.2,Deluxe Double or Twin Room with Pool Access,1 full bed,234047.0,1950.39,Booking.com
Complejo Rural La Glorieta,Catí,8.4,Very Good,303,8.2,Apartment,"3 beds (2 twins, 1 full)",152589.0,1271.58,Booking.com
Hotel Pozo del Duque,Zahara de los Atunes,8.0,Very Good,1916,8.1,Double or Twin Room with Side Sea View,2 twin beds,257602.0,2146.68,Booking.com
Ona Ogisaka Garden,Denia,8.4,Very Good,4016,8.5,One-Bedroom Apartment,"2 beds (1 full, 1 sofa bed)",244142.0,2034.52,Booking.com
Complejo Residencial Los Enebros,Arroyo Frio,8.9,Excellent,598,8.9,Two-Bedroom Bungalow (4 Adults),2 full beds,402069.0,3350.58,Booking.com
